Date,High,Low,Open,Close,Volume,Adj Close
2017-04-06,4710.0,4640.0,4710.0,4660.0,4578700.0,4598.84423828125
2017-04-07,4740.0,4620.0,4630.0,4720.0,10386300.0,4658.056640625
2017-04-10,4740.0,4650.0,4720.0,4660.0,6642600.0,4598.84423828125
2017-04-11,4670.0,4620.0,4660.0,4640.0,3567800.0,4579.1064453125
2017-04-12,4680.0,4630.0,4640.0,4680.0,4437900.0,4618.58154296875
2017-04-13,4700.0,4620.0,4700.0,4640.0,2372000.0,4579.1064453125
2017-04-17,4640.0,4600.0,4600.0,4610.0,2491500.0,4549.50048828125
2017-04-18,4690.0,4600.0,4600.0,4670.0,6666400.0,4608.712890625
2017-04-19,4670.0,4670.0,4670.0,4670.0,0.0,4608.712890625
2017-04-20,4660.0,4500.0,4660.0,4510.0,12230200.0,4450.8125
2017-04-21,4540.0,4440.0,4520.0,4470.0,12189500.0,4411.33740234375
2017-04-25,4490.0,4430.0,4470.0,4460.0,6562700.0,4401.46875
2017-04-26,4490.0,4400.0,4460.0,4460.0,11533700.0,4401.46875
2017-04-27,4690.0,4450.0,4460.0,4660.0,24931200.0,4598.84423828125
2017-04-28,4700.0,4610.0,4670.0,4640.0,11834400.0,4579.1064453125
2017-05-02,4680.0,4620.0,4660.0,4620.0,5928000.0,4559.369140625
2017-05-03,4640.0,4590.0,4640.0,4610.0,5011700.0,4549.50048828125
2017-05-04,4660.0,4550.0,4620.0,4650.0,4865100.0,4588.9755859375
2017-05-05,4750.0,4600.0,4660.0,4740.0,7969500.0,4677.79443359375
2017-05-08,4900.0,4750.0,4750.0,4840.0,25406000.0,4776.48193359375
2017-05-09,4860.0,4750.0,4840.0,4780.0,7989000.0,4717.26953125
2017-05-10,4790.0,4660.0,4780.0,4680.0,5709400.0,4618.58154296875
2017-05-12,4820.0,4680.0,4680.0,4810.0,8685600.0,4746.87548828125
2017-05-15,4850.0,4770.0,4830.0,4830.0,6622700.0,4766.61328125
2017-05-16,4830.0,4800.0,4810.0,4800.0,6987200.0,4737.0068359375
2017-05-17,4830.0,4770.0,4800.0,4800.0,6668100.0,4737.0068359375
2017-05-18,4810.0,4740.0,4780.0,4800.0,6017900.0,4737.0068359375
2017-05-19,5050.0,4790.0,4800.0,5000.0,23505300.0,4934.38232421875
2017-05-22,5150.0,5000.0,5075.0,5075.0,23148600.0,5008.39794921875
2017-05-23,5075.0,4940.0,5050.0,4980.0,15383300.0,4914.64453125
2017-05-24,5100.0,4960.0,4980.0,5075.0,7154800.0,5008.39794921875
2017-05-26,5150.0,5025.0,5100.0,5075.0,8744100.0,5008.39794921875
2017-05-29,5150.0,5000.0,5125.0,5050.0,4916600.0,4983.72607421875
2017-05-30,5100.0,5025.0,5075.0,5050.0,5551400.0,4983.72607421875
2017-05-31,5250.0,5050.0,5075.0,5250.0,19335600.0,5181.10107421875
2017-06-01,5250.0,5250.0,5250.0,5250.0,0.0,5181.10107421875
2017-06-02,5300.0,5200.0,5275.0,5200.0,5373000.0,5131.75732421875
2017-06-05,5250.0,5100.0,5250.0,5100.0,4610900.0,5033.06982421875
2017-06-06,5150.0,4980.0,5100.0,5000.0,14321500.0,4934.38232421875
2017-06-07,5100.0,5000.0,5000.0,5050.0,9226500.0,4983.72607421875
2017-06-08,5125.0,5050.0,5100.0,5100.0,9695000.0,5033.06982421875
2017-06-09,5175.0,5100.0,5150.0,5125.0,8324900.0,5057.74169921875
2017-06-12,5200.0,5100.0,5150.0,5150.0,3922100.0,5082.41357421875
2017-06-13,5250.0,5125.0,5150.0,5175.0,6351700.0,5107.08544921875
2017-06-14,5300.0,5175.0,5175.0,5300.0,7661600.0,5230.4453125
2017-06-15,5300.0,5200.0,5300.0,5250.0,3612800.0,5181.10107421875
2017-06-16,5250.0,5150.0,5150.0,5150.0,7880000.0,5082.41357421875
2017-06-19,5225.0,5150.0,5175.0,5225.0,2336600.0,5156.42919921875
2017-06-20,5375.0,5200.0,5200.0,5350.0,27107500.0,5279.7890625
2017-06-21,5425.0,5275.0,5350.0,5425.0,6601500.0,5353.8046875
2017-06-22,5450.0,5275.0,5450.0,5350.0,5483400.0,5279.7890625
2017-06-23,5350.0,5350.0,5350.0,5350.0,0.0,5279.7890625
2017-06-26,5350.0,5350.0,5350.0,5350.0,0.0,5279.7890625
2017-06-27,5350.0,5350.0,5350.0,5350.0,0.0,5279.7890625
2017-06-28,5350.0,5350.0,5350.0,5350.0,0.0,5279.7890625
2017-06-29,5350.0,5350.0,5350.0,5350.0,0.0,5279.7890625
2017-06-30,5350.0,5350.0,5350.0,5350.0,0.0,5279.7890625
2017-07-03,5425.0,5225.0,5425.0,5375.0,12977000.0,5304.4609375
2017-07-04,5500.0,5375.0,5375.0,5475.0,13990000.0,5403.1484375
2017-07-05,5500.0,5375.0,5500.0,5400.0,8277900.0,5329.1328125
2017-07-06,5450.0,5325.0,5400.0,5450.0,1940700.0,5378.4765625
2017-07-07,5450.0,5250.0,5350.0,5275.0,7539400.0,5205.77294921875
2017-07-10,5275.0,5150.0,5250.0,5200.0,3033900.0,5131.75732421875
2017-07-11,5250.0,5175.0,5200.0,5200.0,11241900.0,5131.75732421875
2017-07-12,5400.0,5200.0,5200.0,5350.0,4527500.0,5279.7890625
2017-07-13,5375.0,5250.0,5375.0,5300.0,2590100.0,5230.4453125
2017-07-14,5325.0,5225.0,5300.0,5225.0,3633500.0,5156.42919921875
2017-07-17,5325.0,5250.0,5275.0,5275.0,3342400.0,5205.77294921875
2017-07-18,5325.0,5200.0,5325.0,5300.0,2681600.0,5230.4453125
2017-07-19,5300.0,5225.0,5275.0,5250.0,2643800.0,5181.10107421875
2017-07-20,5300.0,5225.0,5275.0,5250.0,8447000.0,5181.10107421875
2017-07-21,5350.0,5250.0,5300.0,5275.0,2596800.0,5205.77294921875
2017-07-24,5350.0,5225.0,5300.0,5350.0,3138100.0,5279.7890625
2017-07-25,5425.0,5350.0,5375.0,5400.0,6839900.0,5329.1328125
2017-07-26,5425.0,5325.0,5375.0,5325.0,2628800.0,5255.1171875
2017-07-27,5500.0,5350.0,5400.0,5475.0,8940300.0,5403.1484375
2017-07-28,5750.0,5425.0,5475.0,5700.0,19256900.0,5625.19580078125
2017-07-31,5850.0,5650.0,5700.0,5850.0,7807500.0,5773.22705078125
2017-08-01,5850.0,5625.0,5850.0,5650.0,7419900.0,5575.85205078125
2017-08-02,5725.0,5550.0,5675.0,5675.0,4821900.0,5600.52392578125
2017-08-03,5675.0,5550.0,5675.0,5550.0,3140100.0,5477.1640625
2017-08-04,5625.0,5450.0,5600.0,5475.0,3823300.0,5403.1484375
2017-08-07,5500.0,5275.0,5425.0,5350.0,12767300.0,5279.7890625
2017-08-08,5575.0,5375.0,5375.0,5475.0,4639300.0,5403.1484375
2017-08-09,5625.0,5475.0,5525.0,5600.0,6785500.0,5526.5078125
2017-08-10,5650.0,5550.0,5625.0,5575.0,1768500.0,5501.8359375
2017-08-11,5625.0,5400.0,5625.0,5500.0,5259600.0,5427.8203125
2017-08-14,5550.0,5400.0,5525.0,5450.0,2828000.0,5378.4765625
2017-08-15,5550.0,5400.0,5500.0,5500.0,10208500.0,5427.8203125
2017-08-16,5600.0,5475.0,5575.0,5575.0,4145600.0,5501.8359375
2017-08-17,5575.0,5575.0,5575.0,5575.0,0.0,5501.8359375
2017-08-18,5625.0,5450.0,5575.0,5500.0,3270200.0,5427.8203125
2017-08-21,5575.0,5400.0,5525.0,5450.0,5969000.0,5378.4765625
2017-08-22,5475.0,5400.0,5475.0,5450.0,7897200.0,5378.4765625
2017-08-23,5500.0,5425.0,5475.0,5475.0,3754600.0,5403.1484375
2017-08-24,5600.0,5450.0,5475.0,5575.0,3814200.0,5501.8359375
2017-08-25,5600.0,5500.0,5575.0,5575.0,5904300.0,5501.8359375
2017-08-28,5575.0,5525.0,5575.0,5575.0,3656500.0,5501.8359375
2017-08-29,5625.0,5500.0,5625.0,5625.0,4032300.0,5551.1796875
2017-08-30,5850.0,5550.0,5625.0,5775.0,11662100.0,5699.21142578125
2017-08-31,5875.0,5750.0,5825.0,5825.0,5370100.0,5748.55517578125
2017-09-01,5825.0,5825.0,5825.0,5825.0,0.0,5748.55517578125
